entity_name,year,summary_url,disc_url
Danielle Adams,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToAsmQp3G5lbjlFjEDlXNctg=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgarrGBNmmP+XKS5LPYC209FsZyO17aECxP2LfYK98SBk
Danielle Adams,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToAsmQp3G5lbjlFjEDlXNctg=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXga9jSL+3c6bSmcJxArWt8Hx0p7Q3TTZRYQArqGrjbtf7
DDC Advocacy LLC,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCzVvJSzOSmwUD8ek+H6jaQ=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgR71KMTsVPocmGsLQ58jVmuBc9Z0+8EHhwq4ON2Oj4dD
Paul G. Afonso,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBKdxfxjWqUjuQgrnj88sIc=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgQtUAPSKwYocfdm1SB+dnZK/fZ8BhNL8e24lWW+jN5vp
Paul G. Afonso,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBKdxfxjWqUjuQgrnj88sIc=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVTwhl+nT0vO3Bh9T5GPvd430+NfeAMeJx+JQ+HwKv1A
Vishakha Agarwal,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPX5KwCTnjlwpzILeNTJt/E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgU9C6Gm1BoXXC7h3Qi3Ytw7H2cL/71tD3BryDVEkrd7c
Vishakha Agarwal,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPX5KwCTnjlwpzILeNTJt/E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZfJp7bKMEwozzt/7gnP3r9pI2zQKIHgUKxCaFq7S2NG
Aaron Agulnek,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBo1TUa+fA7XnuVN/pIRGKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgY2hfOrszDnaRhjPXYGdJxw510I3FVGKqEw1T4GL8Nl3
Aaron Agulnek,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBo1TUa+fA7XnuVN/pIRGKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgc93PzPTcWSPkEUiMGcsYQVGhpWmJgUf7gax90rMDuiZ
Josie Ahlberg,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ4z+gvXdkqwiVHiQyEKPpw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgYCwnYvAmsla/TJGEeQZuohPZTOoXQLZOM35T2Gt9Yb/
Josie Ahlberg,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ4z+gvXdkqwiVHiQyEKPpw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXKQCiVIHYOkczE7g2snzpYzmxqm/lvuxk3Nm7Uknbqf
Kola Akindele,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToIvwrY/ijqeAMyTwUp/GBWA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeEErSGDW0Qwz/kLMSnq9EecApg8xFxPXqCykT5OFOkF
Kola Akindele,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToIvwrY/ijqeAMyTwUp/GBWA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVMUMB0NFesWJrFmbuQZja4YSbAyqsJ1q76Je+KtjeCb
Charles Thomas Alagero,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ8SQ5YJG/0pdBeauVXAb8E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgV0/d3Bqm515tZVLQ+1LsUnusdDSVtkZmf34YrcIXDwZ
Charles Thomas Alagero,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ8SQ5YJG/0pdBeauVXAb8E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgen0U1aXFk432L4xIzpqyaOx+vXQk75pFX2SwO+YXaNO
Allison Alaimo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToKqx7iVbUonMeNELMPTPN64=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXOzjJXTVaJxnfyGn7fQQ6ai4dllO9n2+LEIX2rBAi65
Allison Alaimo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToKqx7iVbUonMeNELMPTPN64=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgW5TYH6dhY6McJQ/gCnbyTB/r1iYH9Ky0IOBF6hFN4l0
Pisano Alan,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMHkRz163FG2iW5jwomK8oU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZY284YF/hnTGb5+XngeO6TlkzxDS18D9qwxSS6Rpaf1
Pisano Alan,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMHkRz163FG2iW5jwomK8oU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeAEsbQjH0Drr0ms+ZjelCX4ms0Pg6UaQhpw+lZtBY2S
David Albright,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHdgt9z6H7lWNo/k23rXq0c=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgb+rNi8qlwHTnAYUkWRQtW+Y+0J6+j0SwtgEwp2kbs4q
David Albright,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHdgt9z6H7lWNo/k23rXq0c=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgU0eZ/crnRS53avfwCANo1Y3dcmbJ3RlFXE9Ug9xNmnS
"Theodore J Aleixo, Jr.",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJUyyzPImGRoZCEexDHGqjE=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgSHXgRAHQTP3G5CBWUIJImJOMOFWIJQkPJEhGmkDrjkD
"Theodore J Aleixo, Jr.",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJUyyzPImGRoZCEexDHGqjE=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgU+IqBUhNGhT5ierubEulTqUTF78SfejLzUBBqMWZ7l5
Elizabeth Palmer Alfred,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToLOWLCpNpc0QfDs5NxAGfiM=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgYB9llZ40wcDm1J5UhIYPvgaiH2BCkoJ0idvS8aJoeN+
Elizabeth Palmer Alfred,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToLOWLCpNpc0QfDs5NxAGfiM=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgV7ecvFf27EuT780s7skOjSelfsOGrmZIgFlXVXW+Ikw
Raza Ali,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCo1v5brs/2Dq8PR8rFYHzU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVZyrGNKyBjX/IGJy4kd6fXssQWXp9RttjmVcuS1Rk+M
Raza Ali,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCo1v5brs/2Dq8PR8rFYHzU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgUY4PoSASSl1EQ7ooJRCnxtsrW37cZkWmBg2Qhy3Ijom
Gabrielle Kate Alicante,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCr2v3+LX+7BrPAtR5JOsMA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgRTycP8VQ2CZCnO9JyRBziEdtkW1EhLNLM3JqbP9xTxk
Gabrielle Kate Alicante,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCr2v3+LX+7BrPAtR5JOsMA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXcm54zaupP9mWYYylq5DGSVBXqVKpsUkV+y58N6LM/i
Travis H Allen,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToG9Wr58n7/6aHdb1RhLeW2E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgayhKc2rBd6bXjcG4xihbvraWcwMJ6VO2YPwADsOJIt/
Travis H Allen,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToG9Wr58n7/6aHdb1RhLeW2E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgaxGWNR5rarXJcixhUzVtzgxDjCEPyaCk3FvwFG32nJJ
Nancy Leah Allen Scannell,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToDKXRJtuT6QroDp6IHe6AUw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXCBeTqYHrN8ijVU/6Tpvr+hIKKrPr3ZVW9T26DCXRul
Nancy Leah Allen Scannell,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToDKXRJtuT6QroDp6IHe6AUw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgQMCvODRr+WrM/3FttvCpVG+xpUvfIY37o7rV7VSMQBb
La-Brina Almeida,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPKH8fNtmIONxjbhvUh5meM=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgcGXvwuUlPSjhrgH0hTW7gaGUOIlVl72vYF1uSaPWHb1
Altria Client Services LLC,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHrpAFq+hemD3/GGTrFLIKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgUU9hz/A/ameT7cAUsr6+MCD9snxaV/A3cysRq/GSJc4
Altria Client Services LLC,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHrpAFq+hemD3/GGTrFLIKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgUU9hz/A/ameT7cAUsr6+MC+b+7YAGcSPCXG3v9mPzVZ
Altria Client Services LLC,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHrpAFq+hemD3/GGTrFLIKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZSZQrllROM5b/1WYQRXDV3Cx0q/RN+sppjcqhnEQyX3
Jason Aluia,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToO4ZzT3kiJ+OiaHsRgsMHOA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgUN3EzpEE1mCOMs5YBHc9ktY1djYtF5bbPsLXFhKy1NY
Jason Aluia,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToO4ZzT3kiJ+OiaHsRgsMHOA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgR+b3O5M3tJ3hLG5MeCqG3Sa6SrwOx/ieHrPT1NlMeHx
John James Alvarez,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToKFyX8ebGM0CLBB1OCY3dsY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVBmmMRPFLsp9ANvjW/Hyb+LzSSzVPH8FI48mqY4idXS
John James Alvarez,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToKFyX8ebGM0CLBB1OCY3dsY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgRIL5t5Il4xGBMm2eT1p3D/wZXvOu2440m/Ui+NkVruK
Oamshri Amarasingham,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToGZUCaD088YXmopCl08K22s=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgRSHPfwPmspptBsOE6YGNJ4/zl8PjEA9DXmA3Aa/+ETq
Oamshri Amarasingham,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToGZUCaD088YXmopCl08K22s=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgf29pjNH+VVqYd13eqUszEGM9H7wmZFGmeAcUgCSU61L
Robert J Ambrogi,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToH5CL/fyPNxKgduNVp7IEqk=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgaCq6vP8sqSQuk5ObozY+p5qpz5FAc+7hPko9c4cVyaU
Robert J Ambrogi,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToH5CL/fyPNxKgduNVp7IEqk=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeyzdnfYpOubL9grjh7jJQq9c6Iyh4IWtUkHU8rqV9of
Samuel Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMzX6vi49N4eq0sPtNMC0yU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgR0wkSHfiSjO3uDv5YTXv0Xhow/ZMUsLBi1oCLW9TsGS
Samuel Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMzX6vi49N4eq0sPtNMC0yU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgbQLET5N+ipPLAEG8GWqBCvxDIWoqnIvBu2HDNR677Ko
Christopher Robert Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMwRDFW4GtQOXOhflD6ipng=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZ3VSlmxu+H63IYGdz1vkSWk1dfhg7pprRJzA0AdnCBp
Christopher Robert Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMwRDFW4GtQOXOhflD6ipng=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgTEPbK5kfOGzdw2KuzADBqMEPm0uxqL66GFniMO8rsll
Leda Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToLvSqLf3CTfrUJ4DeqqrJ5c=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgfNXzWu8eYrdtvgqkBUQ/NYNCtHgXvOGMENaubKFXIcu
Leda Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToLvSqLf3CTfrUJ4DeqqrJ5c=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgTf7eXWlbtWTfltacRM2dv5UlZMo12JZ07qxJQ3ZQaok
Kathleen R Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToE+r+46nBFC4UmuMAHonrDU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZQVaPABGRCuy0rOG4IeDyWa5/z9T5gUMU/H9eOWEdH/
Kathleen R Anderson,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToE+r+46nBFC4UmuMAHonrDU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgWqhTu4jTJBVDQ0lba3g4EZ63/Vkh9shAjaQ79eC+Hpy
Lisa Marie Andoscia,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToAGaAwMQyVRKp1FqsmTZXn0=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgdPIuanfK+xqJcJmgVKN6s4wjl2uX3zLlrQI9XEmhBv0
Lisa Marie Andoscia,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToAGaAwMQyVRKp1FqsmTZXn0=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgRQtZPZ8hRVfLorYR65NcKWFnUsjM5zjf8MLWAmSNgQz
